City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
131,nar'yan-mar,67.6713,53.087,275.86,94,91,2.97,RU,1684164618
132,zouerate,22.7187,-12.4521,309.33,10,21,3.97,MR,1684164619
133,huarmey,-10.0681,-78.1522,297.81,68,46,3.4,PE,1684164619
134,goure,13.9835,10.2704,315.38,7,72,1.94,NE,1684164619
135,bardai,11.65,7.2333,311.2,19,100,2.41,NG,1684164619
136,moranbah,-22.0016,148.0466,290.34,82,25,2.52,AU,1684164620
137,yamrat,10.1116,9.826,311.95,18,100,3.36,NG,1684164620
138,belozersk,60.0326,37.7957,287.41,55,4,1.14,RU,1684164620
139,anadyr,64.75,177.4833,263.43,85,0,2.0,RU,1684164620
140,qinhuangdao,39.9317,119.5883,289.67,76,0,3.42,CN,1684164403
141,bonanza,14.0289,-84.591,304.52,50,99,1.48,NI,1684164621
142,vila velha,-20.3297,-40.2925,299.23,79,20,5.66,BR,1684164614
143,dibba al-hisn,25.6196,56.2729,304.25,52,40,6.02,AE,1684164621
144,agropoli,40.3469,14.9966,291.3,90,100,4.97,IT,1684164331
145,porto novo,6.4965,2.6036,301.05,74,99,4.77,BJ,1684164622
146,price,39.5994,-110.8107,285.44,76,0,2.57,US,1684164622
147,chadan,51.2833,91.5833,278.25,51,32,1.11,RU,1684164622
148,hithadhoo,-0.6,73.0833,301.81,79,98,6.2,MV,1684164622
149,dunedin,-45.8742,170.5036,282.48,71,2,2.09,NZ,1684164623
150,mana,5.6592,-53.7767,301.74,77,47,4.43,GF,1684164623
151,dan sadau,11.2962,6.4952,311.41,22,100,2.47,NG,1684164623
152,al kharijah,25.4514,30.5464,306.92,10,34,4.08,EG,1684164623
153,fale old settlement,-9.3852,-171.2468,301.43,79,26,4.7,TK,1684164624
154,thompson,55.7435,-97.8558,290.24,59,75,2.57,CA,1684164624
155,eichstatt,48.8833,11.1833,290.08,67,67,2.82,DE,1684164624
156,klyuchi,52.2667,79.1667,285.39,52,73,3.1,RU,1684164624
157,tshabong,-26.05,22.45,290.77,32,0,3.35,BW,1684164625
158,san patricio,28.017,-97.5169,300.09,82,99,6.22,US,1684164625
159,invercargill,-46.4,168.35,281.49,95,4,1.34,NZ,1684164625
160,serenje,-13.2325,30.2352,291.41,65,74,2.6,ZM,1684164621
161,ruidoso,33.3317,-105.673,288.13,84,100,2.57,US,1684164626
162,mendoza,-32.8908,-68.8272,292.89,56,0,1.54,AR,1684164626
163,saudarkrokur,65.7461,-19.6394,272.12,77,100,7.16,IS,1684164626
164,arraial do cabo,-22.9661,-42.0278,298.07,73,20,7.2,BR,1684164444
165,st. john's,47.5649,-52.7093,285.53,66,75,11.32,CA,1684164626
166,presidente epitacio,-21.7633,-52.1156,296.59,53,0,2.24,BR,1684164626
167,pisco,-13.7,-76.2167,295.38,73,0,4.63,PE,1684164627
168,tamandare,-8.7597,-35.1047,301.32,72,85,4.73,BR,1684164627
169,buala,-8.145,159.5921,300.24,81,95,1.25,SB,1684164627
170,benguela,-12.5763,13.4055,299.41,72,90,2.99,AO,1684164627
171,katsuura,35.1333,140.3,288.71,83,76,6.2,JP,1684164627
172,dhidhdhoo,6.8833,73.1,301.55,79,99,7.34,MV,1684164628
173,forster,-32.1667,152.5167,284.47,100,100,2.0,AU,1684164628
174,haiku-pauwela,20.9219,-156.3051,295.95,76,100,2.24,US,1684164628
175,wamba,8.9333,8.6,307.73,41,100,3.52,NG,1684164628
176,korla,41.7597,86.1469,298.28,21,11,4.4,CN,1684164628
177,port lincoln,-34.7333,135.8667,288.39,75,40,5.07,AU,1684164629
178,ugoofaaru,5.6667,73.0,301.97,76,100,7.96,MV,1684164629
179,san luis de la loma,17.2706,-100.8939,303.68,59,0,1.72,MX,1684164629
180,palikir - national government center,6.9248,158.1611,300.56,89,100,3.09,FM,1684164629
181,nurota,40.5614,65.6886,299.89,25,83,10.17,UZ,1684164629
182,punta arenas,-53.15,-70.9167,284.34,71,98,8.98,CL,1684164508
183,choyr,46.3611,108.3611,280.09,63,78,10.94,MN,1684164630
184,asmara,15.3333,38.9333,294.74,49,4,1.76,ER,1684164630
185,egilsstadir,65.2653,-14.3948,272.1,93,100,9.26,IS,1684164630
186,broken hill,-31.95,141.4333,285.63,53,0,1.91,AU,1684164630
187,fuxin,42.0156,121.6589,291.1,75,45,1.94,CN,1684164631
188,torghay,49.6339,63.4981,288.42,33,100,6.9,KZ,1684164631
189,pauri,30.15,78.7833,292.22,30,34,2.81,IN,1684164631
190,polyarnyy,69.1989,33.4478,282.7,85,100,4.54,RU,1684164631
191,lazaro cardenas,17.9583,-102.2,303.48,47,0,1.73,MX,1684164632
192,kingston,17.997,-76.7936,304.4,64,99,2.68,JM,1684164632
193,vorkuta,67.5,64.0,271.59,91,100,8.03,RU,1684164508
194,suoyarvi,62.0833,32.35,290.63,43,77,3.14,RU,1684164632
195,taco pozo,-25.6167,-63.2833,301.07,37,0,5.61,AR,1684164633
196,alta,69.9689,23.2717,291.74,32,0,4.63,NO,1684164633
197,saldanha,-33.0117,17.9442,293.18,70,0,5.58,ZA,1684164542
198,springs,-26.25,28.4,285.19,69,99,5.82,ZA,1684164518
199,manggar,-2.8833,108.2667,301.44,71,14,3.19,ID,1684164633
200,narasannapeta,18.4167,84.05,302.23,90,98,3.61,IN,1684164634
201,kerikeri,-35.2268,173.9474,280.88,94,17,1.89,NZ,1684164463
202,stafford,52.8052,-2.1164,289.77,52,40,7.19,GB,1684164528
203,bay harbor,30.1471,-85.6146,304.82,68,0,2.57,US,1684164634
204,punta cardon,11.6581,-70.215,301.4,72,100,7.56,VE,1684164634
205,acarau,-2.8856,-40.12,303.44,63,14,5.95,BR,1684164635
206,cide,41.8921,33.0044,289.89,74,55,4.79,TR,1684164635
207,sisimiut,66.9395,-53.6735,274.57,67,100,2.35,GL,1684164635
208,la ronge,55.1001,-105.2842,292.29,34,100,4.63,CA,1684164635
209,college,64.8569,-147.8028,282.54,56,40,2.06,US,1684164636
210,levuka,50.1834,-105.4011,294.0,43,20,4.63,CA,1684164636
211,qaqortoq,60.7167,-46.0333,277.15,90,100,5.73,GL,1684164636
212,olinda,-8.0089,-34.8553,303.0,66,40,4.12,BR,1684164636
213,iskateley,67.6803,53.1512,275.74,94,90,2.94,RU,1684164637
214,nouadhibou,20.931,-17.0347,295.14,78,98,8.75,MR,1684164637
215,kudahuvadhoo,2.6708,72.8944,301.68,81,90,7.17,MV,1684164637
216,enewetak,11.3474,162.3373,301.03,73,88,6.69,MH,1684164637
217,loango,-4.6719,11.8312,302.96,79,20,4.63,CG,1684164637
218,zaozersk,69.4005,32.4476,290.67,48,65,6.49,RU,1684164638
219,kpandu,6.9954,0.2931,298.78,81,100,1.15,GH,1684164638
220,aykhal,66.0,111.5,271.49,95,99,3.87,RU,1684164638
221,remire-montjoly,4.9167,-52.2667,302.17,79,75,6.69,GF,1684164638
222,ambovombe,-25.1667,46.0833,295.5,80,70,0.16,MG,1684164638
223,boa vista,2.8197,-60.6733,304.14,62,75,4.63,BR,1684164639
224,hermanus,-34.4187,19.2345,288.96,72,1,6.39,ZA,1684164639
225,kavieng,-2.5744,150.7967,301.37,78,21,1.93,PG,1684164639
226,halifax,44.6453,-63.5724,291.42,39,75,7.2,CA,1684164639
227,mata-utu,-13.2816,-176.1745,300.84,70,6,1.65,WF,1684164640
228,carolina beach,34.0352,-77.8936,299.31,55,100,6.53,US,1684164640
229,puerto san jose,13.9256,-90.8244,304.0,56,100,0.83,GT,1684164641
230,bel ombre,-4.6167,55.4167,302.06,74,20,2.06,SC,1684164641
231,topolobampo,25.6,-109.05,296.1,68,0,0.0,MX,1684164641
232,formosa do rio preto,-11.0483,-45.1931,305.39,43,71,2.66,BR,1684164641
233,rabak,13.1809,32.74,312.62,8,0,2.21,SD,1684164642
234,saint-louis,16.3333,-15.0,315.95,9,8,5.5,SN,1684164642
235,capinota,-17.7167,-66.2333,294.82,24,0,1.31,BO,1684164642
236,labuan,5.2767,115.2417,299.35,89,20,0.0,MY,1684164642
237,kozel'sk,54.0375,35.7716,287.73,68,89,3.15,RU,1684164642
238,west hattiesburg,31.3191,-89.3751,304.35,66,0,1.54,US,1684164643
239,labrador city,52.9463,-66.9114,278.1,87,100,4.63,CA,1684164643
240,richards bay,-28.783,32.0377,291.09,76,67,4.5,ZA,1684164643
241,colonia,50.9333,6.95,294.03,51,0,7.2,DE,1684164567
242,usinsk,65.9939,57.5281,276.54,90,99,6.61,RU,1684164643
243,san antonio de pale,-1.4014,5.6325,300.38,82,100,5.36,GQ,1684164644
244,ishigaki,24.3448,124.1572,297.22,78,100,4.12,JP,1684164644
245,sinop,41.7711,34.8709,285.39,75,6,2.42,TR,1684164644
246,westport,41.1415,-73.3579,294.52,35,0,5.66,US,1684164644
247,igarka,67.4667,86.5833,270.45,98,99,3.69,RU,1684164644
248,ixtapa,20.7,-105.2,298.72,73,20,0.0,MX,1684164645
249,bozoum,6.3193,16.3799,303.3,55,39,4.68,CF,1684164645
250,port alfred,-33.5906,26.891,288.81,81,19,3.3,ZA,1684164645
251,lagoa santa,-19.6272,-43.8897,299.79,48,40,2.06,BR,1684164645
252,muisne,0.6,-80.0333,300.84,81,100,4.82,EC,1684164645
253,la paz,-16.5,-68.15,288.47,41,20,2.06,BO,1684164359
254,kalininsk,51.5,44.4758,286.27,79,65,4.17,RU,1684164646
255,margate,51.3813,1.3862,287.54,65,100,4.92,GB,1684164387
256,bemidji,47.4736,-94.8803,294.2,28,0,4.63,US,1684164646
257,storozhevaya,43.8789,41.4514,282.9,84,28,1.43,RU,1684164646
258,chibougamau,49.9168,-74.3659,279.94,87,100,4.63,CA,1684164647
259,aydincik,36.1437,33.3202,299.27,50,1,0.64,TR,1684164499
260,tralee,52.2704,-9.7026,287.29,62,20,3.6,IE,1684164647
261,les cayes,18.2,-73.75,303.68,60,42,5.04,HT,1684164647
262,progreso,21.2833,-89.6667,302.65,62,40,3.6,MX,1684164648
263,weno,7.4515,151.8468,300.12,94,75,0.0,FM,1684164648
264,palo santo,-25.5633,-59.3378,300.41,33,0,2.83,AR,1684164648
265,alofi,-19.0595,-169.9187,297.09,83,100,4.63,NU,1684164648
266,cojutepeque,13.7167,-88.9333,300.89,41,32,0.94,SV,1684164648
267,fort irwin,35.2627,-116.6848,296.05,20,0,0.0,US,1684164649
268,magadan,59.5667,150.8,276.47,65,85,3.22,RU,1684164372
269,gweru,-19.45,29.8167,294.16,35,84,4.54,ZW,1684164649
270,hard bargain,26.3167,-77.5667,298.71,73,35,5.86,BS,1684164650
271,acapulco de juarez,16.8634,-99.8901,303.05,62,0,1.54,MX,1684164650
272,mugia,43.1041,-9.2179,292.13,68,69,9.4,ES,1684164650
273,am timan,11.0297,20.2827,315.06,12,28,2.28,TD,1684164583
274,hoemul-li,41.4339,129.67,284.86,91,100,0.88,KP,1684164650
275,taroa,8.7058,171.2275,300.79,78,98,7.46,MH,1684164651
276,cicero dantas,-10.6,-38.3833,300.39,63,95,3.71,BR,1684164651
277,galesong,-5.3166,119.3661,300.16,84,83,3.28,ID,1684164651
278,la passe,45.5549,-0.8967,292.28,75,100,6.81,FR,1684164652
279,nguigmi,14.2495,13.1092,310.76,17,31,4.51,NE,1684164652
280,ruokolahti,61.2833,28.8333,295.32,51,57,2.17,FI,1684164652
281,calchaqui,-29.8877,-60.287,300.4,30,0,4.84,AR,1684164652
282,isafjordur,66.0755,-23.124,273.17,64,100,4.63,IS,1684164652
283,nantucket,41.2835,-70.0995,292.09,55,0,5.14,US,1684164653
284,coyhaique,-45.5752,-72.0662,283.94,98,100,1.5,CL,1684164588
285,nova sintra,14.8667,-24.7167,293.28,79,31,8.14,CV,1684164654
286,hajin,34.6927,40.827,302.58,7,0,7.67,SY,1684164574
287,uturoa,-16.7333,-151.4333,300.28,76,1,2.23,PF,1684164654
288,rajgarh,28.6333,75.3833,310.18,13,17,4.55,IN,1684164654
289,minas de marcona,-15.2119,-75.1103,295.36,52,3,4.28,PE,1684164654
290,balqash,46.8481,74.995,289.68,31,35,7.89,KZ,1684164655
291,ola,59.5833,151.2833,276.31,67,73,2.7,RU,1684164655
292,archangelos,36.2149,28.1149,298.14,56,1,1.24,GR,1684164655
293,prince albert,53.2001,-105.7677,295.12,46,40,6.69,CA,1684164655
294,freetown,8.484,-13.2299,302.99,70,75,4.12,SL,1684164656
295,mossel bay,-34.1831,22.146,290.11,63,0,2.78,ZA,1684164489
296,beau vallon,-20.4189,57.6953,298.28,83,40,1.03,MU,1684164656
297,melekeok village,7.4957,134.6367,298.46,94,100,1.54,PW,1684164656
298,rabaul,-4.1967,152.1721,299.97,82,100,0.27,PG,1684164656
299,umm kaddadah,13.6017,26.6876,310.16,9,4,1.57,SD,1684164657
300,batalha,-9.6778,-37.1247,306.7,37,96,3.83,BR,1684164657
301,luderitz,-26.6481,15.1594,290.47,53,0,1.78,NA,1684164657
302,pacific grove,36.6177,-121.9166,286.72,93,100,2.68,US,1684164657
303,livingstone,-17.8419,25.8543,298.68,28,41,4.44,ZM,1684164603
304,lompoc,34.6391,-120.4579,288.16,89,100,1.54,US,1684164658
305,jinghong,21.991,100.7341,294.33,95,41,0.83,CN,1684164658
306,bliss corner,41.6118,-70.9384,294.36,37,0,5.36,US,1684164658
307,kill devil hills,36.0307,-75.676,294.15,67,0,5.14,US,1684164658
308,vadso,70.0744,29.7487,294.64,54,0,4.12,NO,1684164659
309,goroka,-6.0834,145.3873,290.53,99,100,1.2,PG,1684164659
310,coahuayana de hidalgo,18.7,-103.6583,304.46,38,0,1.7,MX,1684164659
311,tonghua,41.7201,125.9219,286.21,93,54,2.21,CN,1684164659
312,howard springs,-12.497,131.047,298.1,93,94,1.95,AU,1684164659
313,cidreira,-30.1811,-50.2056,295.87,54,44,5.53,BR,1684164660
314,antsiranana,-12.2787,49.2917,300.57,61,40,0.0,MG,1684164660
315,at taraf,25.3628,49.725,309.45,25,25,4.53,SA,1684164660
316,berezovyy,51.6667,135.7,282.92,87,98,4.17,RU,1684164660
317,sitka,57.0531,-135.33,283.09,76,0,0.0,US,1684164660
318,margaret river,-33.95,115.0667,288.3,83,99,2.87,AU,1684164661
319,sinabang,2.4803,96.3801,300.52,82,45,2.53,ID,1684164661
320,xining,36.6167,101.7667,287.67,55,98,2.08,CN,1684164661
321,severobaykal'sk,55.65,109.3167,269.92,71,37,1.63,RU,1684164661
322,mormugao,15.4,73.8,301.69,79,89,4.56,IN,1684164661
323,gadzhiyevo,69.2551,33.3362,281.91,87,100,4.26,RU,1684164662
324,liuli,-11.0833,34.6333,297.6,77,97,2.59,TZ,1684164662
325,nuuk,64.1835,-51.7216,277.49,52,75,6.71,GL,1684164662
326,saint-francois,46.4154,3.9054,292.41,51,92,6.69,FR,1684164662
327,alvorada,-12.48,-49.1247,309.23,33,24,1.15,BR,1684164663
328,kapa'a,22.0752,-159.319,295.33,80,100,5.14,US,1684164663
329,odder,55.9731,10.153,294.24,73,30,2.59,DK,1684164663
330,dapa,9.7594,126.0531,301.15,77,84,0.82,PH,1684164664
331,batangafo,7.3008,18.2833,308.36,30,52,4.0,CF,1684164664
332,gorontalo,0.5412,123.0595,297.41,94,34,1.0,ID,1684164664
333,meizhou,24.2977,116.1072,295.02,88,100,1.59,CN,1684164665
334,bandarbeyla,9.4942,50.8122,300.81,83,74,11.96,SO,1684164665
335,susuman,62.7833,148.1667,271.91,81,100,2.79,RU,1684164665
336,arroyo,41.6096,-4.7969,291.54,48,20,4.12,ES,1684164666
337,grand falls-windsor,48.9332,-55.6649,286.21,52,69,2.68,CA,1684164666
338,augusto correa,-1.0217,-46.635,301.51,87,20,2.83,BR,1684164666
339,bikenibeu village,1.3673,173.1241,300.13,89,75,4.12,KI,1684164666
340,vila do maio,15.1333,-23.2167,300.59,77,3,7.13,CV,1684164667
341,las lomitas,-24.7096,-60.593,301.76,33,0,3.22,AR,1684164667
342,ahmadpur east,29.1431,71.2598,306.52,23,58,9.22,PK,1684164667
343,turkmenabat,39.0733,63.5786,299.14,34,75,6.17,TM,1684164463
344,posto fiscal rolim de moura,-13.0833,-62.2667,304.95,48,39,1.65,BR,1684164668
345,al khafji,28.4391,48.4913,302.41,40,24,2.23,SA,1684164550
346,constantia,44.1833,28.65,290.76,72,66,5.52,RO,1684164663
347,touros,-5.1989,-35.4608,302.75,69,25,5.65,BR,1684164445
348,pimentel,-6.8367,-79.9342,300.31,65,100,5.14,PE,1684164669
349,leava,-14.3,-178.1667,301.01,73,95,2.52,WF,1684164669
